Boss,Game,Relation
Mega Dry Bones,Mario Party: Island Tour,BOSS_IN
Mega Dry Bones,New Super Mario Bros. Wii,BOSS_IN
Mega Dry Bones,Mario Party: Star Rush,BOSS_IN
Mega Dry Bones,New Super Mario Bros. 2,BOSS_IN
Mega Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Mega Dry Bones,Super Mario Maker series,BOSS_IN
Mega Rocky Wrench,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Mega Rocky Wrench,Super Mario Maker 2,BOSS_IN
Meowser,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Meowser,Super Mario Maker 2,BOSS_IN
Metal Mario,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Metal Mario,Mario Kart 7,BOSS_IN
Metal Mario,Super Smash Bros.,BOSS_IN
Metal Mario,Super Mario Odyssey,BOSS_IN
Metal Mario,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Metal Mario,Super Smash Bros. Melee,BOSS_IN
Metal Mario,Super Mario Bros. Wonder,BOSS_IN
Metal Mario,Mario Kart Arcade GP DX,BOSS_IN
Metal Mario,Super Smash Bros. Brawl,BOSS_IN
Metal Mario,Mario Kart Tour,BOSS_IN
Metal Mario,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN
Metal Mario,Mario Kart Live: Home Circuit,BOSS_IN
Metal Mario,Super Smash Bros. Ultimate,BOSS_IN
Monty Mole,Super Mario World,BOSS_IN
Monty Mole,Super Mario Kart,BOSS_IN
Monty Mole,Mario Party 3,BOSS_IN
Monty Mole,Mario & Luigi: Partners in Time,BOSS_IN
Monty Mole,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Monty Mole,Mario Kart 64,BOSS_IN
Monty Mole,Mario Party 5,BOSS_IN
Monty Mole,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Monty Mole,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Monty Mole,Mario Kart DS,BOSS_IN
Monty Mole,Mario Party 6,BOSS_IN
Monty Mole,Mario & Luigi: Dream Team,BOSS_IN
Monty Mole,Super Mario Sunshine,BOSS_IN
Monty Mole,Mario Kart Wii,BOSS_IN
Monty Mole,Mario Party Advance,BOSS_IN
Monty Mole,Mario & Luigi: Paper Jam,BOSS_IN
Monty Mole,New Super Mario Bros.,BOSS_IN
Monty Mole,Mario Kart 7,BOSS_IN
Monty Mole,Mario Party 7,BOSS_IN
Monty Mole,New Super Mario Bros. Wii,BOSS_IN
Monty Mole,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Monty Mole,Mario Party 8,BOSS_IN
Monty Mole,Super Mario 3D Land,BOSS_IN
Monty Mole,Mario Kart Tour,BOSS_IN
Monty Mole,Mario Party DS,BOSS_IN
Monty Mole,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Monty Mole,Mario Kart World,BOSS_IN
Monty Mole,Mario Party 9,BOSS_IN
Monty Mole,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Monty Mole,Mario Party: Island Tour,BOSS_IN
Monty Mole,Super Mario Maker 2,BOSS_IN
Monty Mole,Mario Party 10,BOSS_IN
Monty Mole,Game & Watch: Super Mario Bros.,BOSS_IN
Monty Mole,Mario Party: Star Rush,BOSS_IN
Monty Mole,Mario Party: The Top 100,BOSS_IN
Monty Mole,Super Mario Party,BOSS_IN
Monty Mole,Mario Party Superstars,BOSS_IN
Monty Mole,Super Mario Party Jamboree,BOSS_IN
Mouser,Super Mario Bros. 2,BOSS_IN
Mouser,Super Mario Advance,BOSS_IN
Mr. Blizzard,Mario Party 3,BOSS_IN
Mr. Blizzard,Mario Party 4,BOSS_IN
Mr. Blizzard,Mario Party 5,BOSS_IN
Mr. Blizzard,Mario Party 6,BOSS_IN
Mr. Blizzard,Mario Party Advance,BOSS_IN
Mr. Blizzard,Mario Party 7,BOSS_IN
Mr. Blizzard,Mario Party 8,BOSS_IN
Mr. Blizzard,Mario Party 9,BOSS_IN
Mr. Blizzard,Mario Party: Island Tour,BOSS_IN
Mr. Blizzard,Mario Party: The Top 100,BOSS_IN
Morton,Super Mario Bros. 3,BOSS_IN
Morton,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Morton,Mario & Luigi: Superstar Saga,BOSS_IN
Morton,Super Smash Bros. Brawl,BOSS_IN
Morton,Super Mario World,BOSS_IN
Morton,Mario Kart Tour,BOSS_IN
Morton,Mario & Luigi: Paper Jam,BOSS_IN
Morton,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Morton,New Super Mario Bros. Wii,BOSS_IN
Morton,Mario Kart Live: Home Circuit,BOSS_IN
Morton,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Morton,Super Smash Bros. Ultimate,BOSS_IN
Morton,New Super Mario Bros. 2,BOSS_IN
Morton,Mario Kart World,BOSS_IN
Morton,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Morton,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Morton,Super Mario Maker 2,BOSS_IN
Petey Piranha,Super Mario Sunshine,BOSS_IN
Petey Piranha,Mario Kart: Double Dash!!,BOSS_IN
Petey Piranha,Mario Party Advance,BOSS_IN
Petey Piranha,Mario & Luigi: Partners in Time,BOSS_IN
Petey Piranha,Super Smash Bros. Brawl,BOSS_IN
Petey Piranha,New Super Mario Bros.,BOSS_IN
Petey Piranha,Mario Kart Wii,BOSS_IN
Petey Piranha,Mario Party 10,BOSS_IN
Petey Piranha,Mario & Luigi: Paper Jam,BOSS_IN
Petey Piranha,Super Smash Bros. Ultimate,BOSS_IN
Petey Piranha,Mario Kart Tour,BOSS_IN
Petey Piranha,Mario Party: Star Rush,BOSS_IN
Petey Piranha,Mario Kart 8 Deluxe,BOSS_IN
Petey Piranha,Mario Party: The Top 100,BOSS_IN
Petey Piranha,Mario Party Superstars,BOSS_IN
Petey Piranha,Super Mario Party Jamboree,BOSS_IN
Pom Pom,Super Mario 3D Land,BOSS_IN
Pom Pom,Super Mario Party,BOSS_IN
Pom Pom,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Pom Pom,Super Mario Party Jamboree,BOSS_IN
Pom Pom,Super Mario Maker 2,BOSS_IN
Piranha Plant,Super Mario Bros.,BOSS_IN
Piranha Plant,Super Mario Kart,BOSS_IN
Piranha Plant,Mario Party,BOSS_IN
Piranha Plant,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Piranha Plant,Super Smash Bros. Ultimate,BOSS_IN
Piranha Plant,Super Mario Bros.: The Lost Levels,BOSS_IN
Piranha Plant,Mario Kart 64,BOSS_IN
Piranha Plant,Mario Party 2,BOSS_IN
Piranha Plant,Mario & Luigi: Partners in Time,BOSS_IN
Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Piranha Plant,Mario Kart: Super Circuit,BOSS_IN
Piranha Plant,Mario Party 3,BOSS_IN
Piranha Plant,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Piranha Plant,Super Mario Land,BOSS_IN
Piranha Plant,Mario Kart: Double Dash!!,BOSS_IN
Piranha Plant,Mario Party 4,BOSS_IN
Piranha Plant,Mario & Luigi: Dream Team,BOSS_IN
Piranha Plant,Super Mario World,BOSS_IN
Piranha Plant,Mario Kart Arcade GP series,BOSS_IN
Piranha Plant,Mario Party 5,BOSS_IN
Piranha Plant,Mario & Luigi: Paper Jam,BOSS_IN
Piranha Plant,Super Mario Land 2: 6 Golden Coins,BOSS_IN
Piranha Plant,Mario Kart DS,BOSS_IN
Piranha Plant,Mario Party 6,BOSS_IN
Piranha Plant,Mario & Luigi: Brothership,BOSS_IN
Piranha Plant,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Piranha Plant,Mario Kart Wii,BOSS_IN
Piranha Plant,Mario Party Advance,BOSS_IN
Piranha Plant,Super Mario Sunshine,BOSS_IN
Piranha Plant,Mario Kart 7,BOSS_IN
Piranha Plant,Mario Party 7,BOSS_IN
Piranha Plant,New Super Mario Bros.,BOSS_IN
Piranha Plant,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Piranha Plant,Mario Party 8,BOSS_IN
Piranha Plant,Super Mario Galaxy,BOSS_IN
Piranha Plant,Mario Kart Tour,BOSS_IN
Piranha Plant,Mario Party DS,BOSS_IN
Piranha Plant,New Super Mario Bros. Wii,BOSS_IN
Piranha Plant,Mario Kart Live: Home Circuit,BOSS_IN
Piranha Plant,Mario Party 9,BOSS_IN
Piranha Plant,Super Mario Galaxy 2,BOSS_IN
Piranha Plant,Mario Kart World,BOSS_IN
Piranha Plant,Mario Party: Island Tour,BOSS_IN
Piranha Plant,Super Mario 3D Land,BOSS_IN
Piranha Plant,Mario Party 10,BOSS_IN
Piranha Plant,New Super Mario Bros. 2,BOSS_IN
Piranha Plant,Mario Party: Star Rush,BOSS_IN
Piranha Plant,New Super Mario Bros. U,BOSS_IN
Piranha Plant,Super Mario Party,BOSS_IN
Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Piranha Plant,Mario Party Superstars,BOSS_IN
Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN
Piranha Plant,Super Mario Run,BOSS_IN
Piranha Plant,Super Mario Odyssey,BOSS_IN
Piranha Plant,Super Mario Bros. Wonder,BOSS_IN
Princess Shroob,Mario & Luigi: Partners in Time,BOSS_IN
Princess Shroob,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Reznor,Super Mario World,BOSS_IN
Reznor,New Super Mario Bros. 2,BOSS_IN
Salvo the Slime,Mario Party 4,BOSS_IN
Salvo the Slime,Mario Party Advance,BOSS_IN
Roy,Super Mario Bros. 3,BOSS_IN
Roy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Roy,Mario & Luigi: Superstar Saga,BOSS_IN
Roy,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN
Roy,Super Mario World,BOSS_IN
Roy,Mario Kart Tour,BOSS_IN
Roy,Mario & Luigi: Paper Jam,BOSS_IN
Roy,Super Smash Bros. Ultimate,BOSS_IN
Roy,New Super Mario Bros. Wii,BOSS_IN
Roy,Mario Kart Live: Home Circuit,BOSS_IN
Roy,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Roy,New Super Mario Bros. 2,BOSS_IN
Roy,Mario Kart World,BOSS_IN
Roy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Roy,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Roy,Super Mario Maker 2,BOSS_IN
Shroob,Mario & Luigi: Partners in Time,BOSS_IN
Shroob,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Shroob,Mario & Luigi: Dream Team,BOSS_IN
Shroob,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Shroob,Mario & Luigi: Brothership,BOSS_IN
Sledge Bro,Super Mario Bros. 3,BOSS_IN
Sledge Bro,Mario Kart Wii,BOSS_IN
Sledge Bro,Mario Party 10,BOSS_IN
Sledge Bro,New Super Mario Bros.,BOSS_IN
Sledge Bro,Mario Kart World,BOSS_IN
Sledge Bro,Super Mario Party Jamboree,BOSS_IN
Sledge Bro,New Super Mario Bros. Wii,BOSS_IN
Sledge Bro,New Super Mario Bros. 2,BOSS_IN
Sledge Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Sledge Bro,Super Mario Maker subseries,BOSS_IN
Spike,Super Mario Bros. 3,BOSS_IN
Spike,Mario Party 9,BOSS_IN
Spike,Mario & Luigi: Paper Jam,BOSS_IN
Spike,New Super Mario Bros.,BOSS_IN
Spike,Mario Party: Island Tour,BOSS_IN
Spike,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Spike,New Super Mario Bros. Wii,BOSS_IN
Spike,Mario Party 10,BOSS_IN
Spike,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Spike,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Spike,Mario Party: Star Rush,BOSS_IN
Spike,Mario & Luigi: Brothership,BOSS_IN
Spike,Super Mario 3D World,BOSS_IN
Spike,Super Mario Party,BOSS_IN
Spike,Super Mario Run,BOSS_IN
Spike,Super Mario Party Jamboree,BOSS_IN
Spike,Super Mario Maker 2,BOSS_IN
Spike,Super Mario Bros. Wonder,BOSS_IN
Giant Bowser,Super Mario Sunshine,BOSS_IN
Giant Bowser,Mario Party 5,BOSS_IN
Giant Bowser,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Giant Bowser,New Super Mario Bros.,BOSS_IN
Giant Bowser,Mario Party 9,BOSS_IN
Giant Bowser,Mario & Luigi: Dream Team,BOSS_IN
Giant Bowser,New Super Mario Bros. Wii,BOSS_IN
Giant Bowser,Mario Party 10,BOSS_IN
Giant Bowser,Super Mario Galaxy 2,BOSS_IN
Giant Bowser,New Super Mario Bros. 2,BOSS_IN
Giant Bowser,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Giant Bowser,Super Mario 3D World + Bowser's Fury,BOSS_IN
Tatanga,Super Mario Land,BOSS_IN
Tatanga,Super Mario Land 2: 6 Golden Coins,BOSS_IN
Thwomp,Super Mario Bros. 3,BOSS_IN
Thwomp,Super Mario Kart,BOSS_IN
Thwomp,Mario Party,BOSS_IN
Thwomp,Mario vs. Donkey Kong,BOSS_IN
Thwomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Thwomp,Super Mario World,BOSS_IN
Thwomp,Mario Kart 64,BOSS_IN
Thwomp,Mario Party 2,BOSS_IN
Thwomp,Mario vs. Donkey Kong 2: March of the Minis,BOSS_IN
Thwomp,Mario & Luigi: Partners in Time,BOSS_IN
Thwomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Thwomp,Mario Kart: Super Circuit,BOSS_IN
Thwomp,Mario Party 3,BOSS_IN
Thwomp,Mario vs. Donkey Kong: Minis March Again!,BOSS_IN
Thwomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Thwomp,New Super Mario Bros.,BOSS_IN
Thwomp,Mario Kart: Double Dash!!,BOSS_IN
Thwomp,Mario Party 4,BOSS_IN
Thwomp,Mario vs. Donkey Kong: Mini-Land Mayhem!,BOSS_IN
Thwomp,Mario & Luigi: Dream Team,BOSS_IN
Thwomp,Super Mario Galaxy,BOSS_IN
Thwomp,Mario Kart DS,BOSS_IN
Thwomp,Mario Party 5,BOSS_IN
Thwomp,Mario vs. Donkey Kong: Tipping Stars,BOSS_IN
Thwomp,Mario & Luigi: Paper Jam,BOSS_IN
Thwomp,New Super Mario Bros. Wii,BOSS_IN
Thwomp,Mario Kart Wii,BOSS_IN
Thwomp,Mario Party 6,BOSS_IN
Thwomp,Super Mario Galaxy 2,BOSS_IN
Thwomp,Mario Kart Arcade GP subseries,BOSS_IN
Thwomp,Mario Party Advance,BOSS_IN
Thwomp,Super Mario 3D Land,BOSS_IN
Thwomp,Mario Kart 7,BOSS_IN
Thwomp,Mario Party 7,BOSS_IN
Thwomp,New Super Mario Bros. 2,BOSS_IN
Thwomp,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Thwomp,Mario Party 8,BOSS_IN
Thwomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Thwomp,Mario Kart Tour,BOSS_IN
Thwomp,Mario Party DS,BOSS_IN
Thwomp,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Thwomp,Mario Party 9,BOSS_IN
Thwomp,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Thwomp,Mario Party: Island Tour,BOSS_IN
Thwomp,Super Mario Run,BOSS_IN
Thwomp,Mario Party: The Top 100,BOSS_IN
Thwomp,Super Mario Maker 2,BOSS_IN
Thwomp,Super Mario Party,BOSS_IN
Thwomp,Super Mario Bros. Wonder,BOSS_IN
Thwomp,Mario Party Superstars,BOSS_IN
Thwomp,Super Mario Party Jamboree,BOSS_IN
Tryclyde,Super Mario Bros. 2,BOSS_IN
Tryclyde,BS Super Mario USA,BOSS_IN
Wart,Super Mario Bros. 2 / Super Mario Advance,BOSS_IN
Wart,BS Super Mario USA,BOSS_IN
Wart,Super Mario Maker 2,BOSS_IN
Waluigi,Super Mario Maker,BOSS_IN
Waluigi,Mario Kart: Double Dash!!,BOSS_IN
Waluigi,Super Smash Bros. Melee,BOSS_IN
Waluigi,Super Mario Odyssey,BOSS_IN
Waluigi,Mario Kart Arcade GP,BOSS_IN
Waluigi,Super Smash Bros. Brawl,BOSS_IN
Waluigi,Mario Kart DS,BOSS_IN
Waluigi,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Waluigi,Mario Kart Arcade GP 2,BOSS_IN
Waluigi,Super Smash Bros. Ultimate,BOSS_IN
Waluigi,Mario Kart Wii,BOSS_IN
Waluigi,Mario Kart 7,BOSS_IN
Waluigi,Mario Kart Arcade GP DX,BOSS_IN
Waluigi,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Waluigi,Mario Kart Tour,BOSS_IN
Waluigi,Mario Kart World,BOSS_IN
Whomp King,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Whomp King,Super Mario Galaxy 2,BOSS_IN
Whomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Whomp,Mario Kart Tour,BOSS_IN
Whomp,Mario Party,BOSS_IN
Whomp,Mario & Luigi: Paper Jam,BOSS_IN
Whomp,New Super Mario Bros.,BOSS_IN
Whomp,Mario Kart 8 Deluxe,BOSS_IN
Whomp,Mario Party 2,BOSS_IN
Whomp,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Whomp,Super Mario Galaxy 2,BOSS_IN
Whomp,Mario Kart World,BOSS_IN
Whomp,Mario Party 3,BOSS_IN
Whomp,New Super Mario Bros. 2,BOSS_IN
Whomp,Mario Party 4,BOSS_IN
Whomp,Mario Party 5,BOSS_IN
Whomp,Mario Party 6,BOSS_IN
Whomp,Mario Party Advance,BOSS_IN
Whomp,Mario Party 7,BOSS_IN
Whomp,Mario Party 8,BOSS_IN
Whomp,Mario Party DS,BOSS_IN
Whomp,Mario Party 9,BOSS_IN
Whomp,Mario Party: Island Tour,BOSS_IN
Whomp,Mario Party 10,BOSS_IN
Whomp,Mario Party: The Top 100,BOSS_IN
Whomp,Super Mario Party,BOSS_IN
Whomp,Mario Party Superstars,BOSS_IN
Whomp,Super Mario Party Jamboree,BOSS_IN
Wendy,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Wendy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Wendy,Mario & Luigi: Superstar Saga,BOSS_IN
Wendy,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Wendy,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN
Wendy,Mario Kart Tour,BOSS_IN
Wendy,Mario & Luigi: Paper Jam,BOSS_IN
Wendy,Super Smash Bros. Ultimate,BOSS_IN
Wendy,New Super Mario Bros. Wii,BOSS_IN
Wendy,Mario Kart Live: Home Circuit,BOSS_IN
Wendy,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Wendy,New Super Mario Bros. 2,BOSS_IN
Wendy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Wendy,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Wendy,Super Mario Maker 2,BOSS_IN
Wiggler,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN
Wiggler,Mario Kart: Double Dash!!,BOSS_IN
Wiggler,Mario Party 2,BOSS_IN
Wiggler,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Wiggler,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Wiggler,Mario Kart DS,BOSS_IN
Wiggler,Mario Party 3,BOSS_IN
Wiggler,Mario & Luigi: Partners in Time,BOSS_IN
Wiggler,Super Mario Sunshine,BOSS_IN
Wiggler,Mario Kart Wii,BOSS_IN
Wiggler,Mario Party 5,BOSS_IN
Wiggler,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Wiggler,Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Wiggler,Mario Kart 7,BOSS_IN
Wiggler,Mario Party 6,BOSS_IN
Wiggler,Mario & Luigi: Dream Team,BOSS_IN
Wiggler,New Super Mario Bros.,BOSS_IN
Wiggler,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Wiggler,Mario Party 7,BOSS_IN
Wiggler,Mario & Luigi: Paper Jam,BOSS_IN
Wiggler,Super Mario Galaxy,BOSS_IN
Wiggler,Mario Kart Tour,BOSS_IN
Wiggler,Mario Party 8,BOSS_IN
Wiggler,Mario & Luigi: Brothership,BOSS_IN
Wiggler,New Super Mario Bros. Wii,BOSS_IN
Wiggler,Mario Kart World,BOSS_IN
Wiggler,Mario Party DS,BOSS_IN
Wiggler,Super Mario Galaxy 2,BOSS_IN
Wiggler,Mario Party 9,BOSS_IN
Wiggler,New Super Mario Bros. 2,BOSS_IN
Wiggler,Mario Party: Island Tour,BOSS_IN
Wiggler,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Wiggler,Mario Party 10,BOSS_IN
Wiggler,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Wiggler,Mario Party: Star Rush,BOSS_IN
Wiggler,Super Mario Odyssey,BOSS_IN
Wiggler,Mario Party: The Top 100,BOSS_IN
Wiggler,Super Mario Maker 2,BOSS_IN
Wiggler,Super Mario Party,BOSS_IN
Wiggler,Super Mario Bros. Wonder,BOSS_IN
Wiggler,Super Mario Party Jamboree,BOSS_IN
